Trial,L_pred,L_inv,L_latent,L_pad,L_boundary,λ_forward,λ_inverse,λ_latent,λ_pad,λ_boundary,n_layer,lr,wd,gamma
17,0.10588201880455017,0.011107303202152252,0.07626479119062424,0.00693910475820303,0.11360703408718109,0.09474062663044712,5.922352817287077,0.361981482639757,0.7615230844297859,0.5429247359651748,4,0.0018288405571217036,1.5933675685285177e-05,0.9561241676534833
39,0.202924445271492,0.014201026409864426,0.08125044405460358,0.003545379266142845,0.07252461463212967,0.013290178021482841,5.999932442301109,0.30389281110807564,3.388064275832111,6.3481677247949415,6,0.0029831767677748577,2.2480679843194433e-06,0.9731841922319218
45,0.0712575614452362,0.016113830730319023,0.07345633953809738,0.007248228881508112,0.11116983741521835,4.683579495772815,2.346344381183016,1.6935092760189019,1.2761187405742211,0.5635023718959832,5,0.0014074803480659801,1.1777147444576608e-05,0.9587121634680469
59,0.08520236611366272,0.016382716596126556,0.06726808100938797,0.003969084937125444,0.13939963281154633,1.7822302653629665,7.0561885538014595,3.313269302654847,3.7037794590668423,0.19434859914063674,6,0.0008554599927781555,1.0297639696859506e-05,0.9522845026037845
36,0.07824982702732086,0.017463719472289085,0.05850591883063316,0.009542442858219147,0.12178375571966171,3.1828642330306818,3.5516753336372195,3.176968788884886,1.2506085730951708,0.9392444127842364,4,0.0013999071523842518,4.701469353747517e-06,0.9588001980928211
44,0.1023450717329979,0.017834091559052467,0.09154178947210312,0.005895866081118584,0.07071734964847565,0.16774127984092288,7.342046626244526,0.05585663710326532,1.8076213045875669,8.568805980021637,5,0.001106205165915039,3.989404530040333e-06,0.964645231318195
37,0.08547120541334152,0.019031420350074768,0.08350209891796112,0.004566560033708811,0.1265360414981842,1.9708778953525463,7.112692737919158,4.883075167709844,3.8313021558972378,0.7122903545182337,4,0.002189086318120768,1.613475644997936e-06,0.9604321421629597
35,0.07651565223932266,0.020466433838009834,0.13244600594043732,0.005862953141331673,0.11019600182771683,4.133120774237564,2.3265557210054313,0.07908457976284368,3.677353920438607,1.3685904574388266,3,0.0017372560095928057,5.927916570253613e-06,0.9657590262609104
34,0.0801519900560379,0.02725348249077797,0.10249458253383636,0.0038559611421078444,0.08838777244091034,2.116628463156061,3.658223395135432,0.1958997569129037,4.724295050752197,3.4042431861093005,6,0.0005040151656510965,1.3230427462395256e-05,0.9589371208722663
47,0.08312895148992538,0.02768637053668499,0.086601622402668,0.02541711926460266,0.10944133251905441,1.7657569315350972,1.4470088079510852,5.011586568051663,0.3474179225586043,0.9372402658453565,4,0.0015020296312031776,1.0212909973770641e-05,0.9511642102198314
42,0.07254225015640259,0.029351744800806046,0.09095006436109543,0.006055835168808699,0.11994896829128265,6.721486202337611,3.539134594962804,0.4238161159271811,4.25501076946566,2.087024222054587,4,0.0005558765687397631,4.585122880246178e-06,0.9561827831961254
56,0.07651578634977341,0.03128015995025635,0.06580048054456711,0.002650550100952387,0.13407370448112488,5.403994351623304,1.0258933048256964,1.682451233323095,6.635261617524274,0.45904112203881914,6,0.0015820805233403967,0.00010997169176150574,0.9717956554907548
25,0.076888307929039,0.03184712305665016,0.0960569679737091,0.038999609649181366,0.07885614782571793,3.9731674209428745,1.6955920073162418,0.26592670026752124,0.20046250927761652,3.1573263370264586,3,0.0024408410108150455,1.4016683181749954e-05,0.9565479760153627
40,0.07236024737358093,0.033570755273103714,0.06302118301391602,0.008871403522789478,0.10421406477689743,4.396080698454025,1.309764069333902,2.209029534789894,1.4718791943672869,1.741498878881375,4,0.0009629272881131996,1.0950854349350243e-05,0.9554540043635062
32,0.0809805691242218,0.03412313386797905,0.07310454547405243,0.012332438491284847,0.0688970685005188,1.550522094905934,1.65310829227672,0.3071018571343339,0.8828277899153072,4.588074330908265,4,0.0018651100913116053,5.625478386654578e-06,0.9544072808059275
48,0.18222881853580475,0.037466589361429214,0.05576309189200401,0.040949758142232895,0.17714695632457733,0.03607948258191124,0.10662928969259786,0.9677528907160031,0.03185740236575221,0.01811505448378667,6,0.00010217848923819902,1.1545235719899666e-06,0.9624807480486699
57,0.0732065960764885,0.044088214635849,0.08421527594327927,0.00639379071071744,0.11808039247989655,9.724829675894862,1.2346177967637415,0.690253434452604,3.239873075918459,0.9472807472940239,6,0.0011150055120985236,0.0001491458850690319,0.9789459970500931
38,0.08006211370229721,0.04416334256529808,0.06869176775217056,0.06093594804406166,0.08919733762741089,5.227679354145972,1.5840905516761592,4.1596128864215745,0.15896854820782966,2.847441114878061,5,0.00046927560331621205,3.311066502142404e-06,0.9656865445869166
30,0.0875900611281395,0.04759949445724487,0.10567300021648407,0.0037002849858254194,0.07270698994398117,0.39939120646790566,0.32475758624491174,0.03187257533930181,1.2357319215767644,0.9958342941639694,6,0.0012452663426297027,8.957115425671728e-05,0.9532668295518079
43,0.10219115018844604,0.05112111195921898,0.1094415932893753,0.0033507731277495623,0.06991574913263321,0.2688362298997655,1.3001465531368785,0.02294303213006988,5.326912841939868,5.334272356537543,4,0.0025620938216629643,3.034750883454419e-05,0.9693045247745261
16,0.09365320205688477,0.05956441909074783,0.0753747820854187,0.007714687846601009,0.06888877600431442,0.23571851007771663,0.7151028718904631,0.3204148576024046,0.8324274889458332,4.566792115085351,4,0.0016572719754147404,8.840851200626548e-06,0.9528651957300152
29,0.10914391279220581,0.06066266819834709,0.08561480790376663,0.0028031696565449238,0.06634464114904404,0.13380124937038648,1.6208469210367191,0.05227713387680241,4.176094614301238,8.003372339661274,5,0.0022527872053201797,9.689406256579169e-06,0.9631224857995933
21,0.0827169269323349,0.08122552186250687,0.08111769706010818,0.006201963406056166,0.07095929980278015,0.6231576243387292,0.40291442308328784,0.26233886987893695,0.6841028004523468,3.955140125005249,5,0.002123651041428508,1.3445615731815716e-05,0.9518372178562258
41,0.08629456162452698,0.09390783309936523,0.06536681205034256,0.007886109873652458,0.09455085545778275,2.5548033781977604,0.6726520118944856,7.4641723870495165,3.1045834831062495,3.3444888195418394,4,0.0008095691310369649,2.6772006750809486e-05,0.9599917447075718
26,0.11975161731243134,0.11569348722696304,0.06922151893377304,0.005508109461516142,0.11697006225585938,0.10226224661051024,0.14875322370159974,2.644459706757885,0.7899021137514072,0.5207608731596758,4,0.002045918833713326,2.8473233282984032e-05,0.9502406054529097
51,0.07505469769239426,0.12433351576328278,0.059033140540122986,0.009061036631464958,0.10156576335430145,7.137809152373521,0.12544577950996919,3.4167059852468262,0.8473980068086013,0.6569952741488545,4,0.0004436451311393445,2.7402080986993163e-06,0.9581454751556803
31,0.15149465203285217,0.14945681393146515,0.09877118468284607,0.001200184808112681,0.0853140577673912,0.015120187465947192,0.6445957745530299,0.018118913142350777,5.313289003815703,4.867643322655471,6,0.0012697567660496405,1.4640299366393466e-05,0.9563106567664235
20,0.12586505711078644,0.1818486750125885,0.07315514981746674,0.009016696363687515,0.08012990653514862,0.11768747984285781,1.2591337529775766,2.262601385925841,1.9818038158382436,9.519303334593811,4,0.0007874916394509502,4.1680335526867255e-06,0.9595004765762889
55,0.12130177766084671,0.20212756097316742,0.07879860699176788,0.0022321767173707485,0.08149954676628113,0.07534717508210492,0.4102516863623347,0.13459649638438342,2.9769319020509615,5.681773733965399,5,0.0016268387410362452,1.2893662086888581e-05,0.9665251921220741
28,0.11150486022233963,0.2059081643819809,0.07227680087089539,0.004760518204420805,0.08009395003318787,0.06577377963443697,0.08291462421828134,0.09971856743679874,2.059222909003081,3.520357526064848,3,0.0023865597037078436,1.862238146599428e-05,0.9521284222571909
53,0.07173602283000946,0.24850167334079742,0.09432148933410645,0.0036589668598026037,0.08218781650066376,3.34012063602189,0.04294356904161793,0.23925869384592097,1.2771447960745679,0.5543394184537619,5,0.0003763396866066883,2.985355790220538e-06,0.9534156202805457
52,0.09030237048864365,0.281396746635437,0.06724900007247925,0.012645083479583263,0.08793865889310837,1.2192038110310266,0.14639795337356082,5.192217072644407,0.8426050378995809,1.3877685568312441,3,0.0005276200812302276,2.602470709758426e-06,0.9597423610726165
18,0.0868779718875885,0.33501681685447693,0.07995136827230453,0.0017715486465021968,0.07969249039888382,0.736832026762705,0.4645415596716338,0.3872371966026502,8.202310603929035,6.078278215741816,5,0.0005223913789017074,5.1058480463273e-06,0.9525061922171273
50,0.07197019457817078,0.35851991176605225,0.09696447849273682,0.0025108354166150093,0.07987821847200394,4.588917245621563,0.05658266128910845,0.23099769701204292,5.712618321066253,1.878130808445087,5,0.0006013751979379632,3.547828631719565e-06,0.9517551796941252
6,0.14963319897651672,0.4597644507884979,0.07670436799526215,0.0013807604555040598,0.14301002025604248,0.05468211835866372,0.015561631553190111,5.085271138469003,4.189087203837076,0.030974326480483257,6,0.0003252906016989707,8.682293803941632e-06,0.9915080970285317
27,0.07622414827346802,0.4863407611846924,0.08550060540437698,0.021336814388632774,0.07940555363893509,0.6715596658688241,0.039458396460761394,0.1293163958797576,0.3665491074171521,8.481839585227046,5,0.0021540168205890437,3.4821598191326127e-06,0.9567938165165012
1,0.09653723984956741,4.1569108963012695,0.06604912877082825,0.0035515434574335814,0.07501187175512314,0.22125213666702967,0.01141092480829358,1.810485336084988,0.641720062349283,7.679496130916433,5,0.0007871645084045833,2.225635012524908e-05,0.961042353996442
