number,value,datetime_start,datetime_complete,duration,params_gamma,params_lr,params_n_layer,params_wd,params_λ_boundary,params_λ_forward,params_λ_inverse,params_λ_latent,params_λ_pad,user_attrs_test_curve,user_attrs_train_curve,state
28,0.009920879267156124,2025-06-13 15:52:27.036190,2025-06-13 16:00:50.085747,0 days 00:08:23.049557,0.9550836059553994,0.002880244984206801,6,0.00072361378457001,0.014682416975396038,0.049651636357157226,0.0012139412552329865,0.0010976138460041386,0.0011421144153394116,"[[0.00811102 0.00088384 0.00028237 0.0007444  0.00203252 0.01205415]
 [0.00754254 0.00069018 0.00036245 0.00081094 0.00172113 0.01112724]
 [0.00735734 0.00056876 0.00032356 0.00086433 0.00148156 0.01059554]
 [0.00745745 0.00063764 0.00030423 0.00079886 0.00155906 0.01075725]
 [0.00694363 0.00057233 0.00029715 0.00080257 0.00150866 0.01012433]
 [0.00686537 0.00050605 0.00029321 0.00081998 0.00154558 0.0100302 ]
 [0.00687183 0.0005274  0.00027688 0.00073906 0.00156068 0.00997585]
 [0.00669132 0.00061567 0.00030724 0.00052158 0.00178507 0.00992088]]","[[0.00785447 0.00092257 0.00018459 0.00074172 0.00202684 0.01173019]
 [0.00728464 0.00084447 0.00027792 0.00081108 0.00171837 0.01093648]
 [0.00713499 0.00069683 0.0002526  0.00086261 0.00147585 0.01042287]
 [0.00721806 0.00077607 0.00021638 0.00079701 0.00155368 0.01056121]
 [0.0067104  0.00069231 0.00025304 0.00080155 0.00150355 0.00996084]
 [0.00662982 0.00058213 0.00023849 0.0008184  0.00153991 0.00980875]
 [0.00665487 0.00061132 0.00024401 0.00073864 0.00155632 0.00980517]
 [0.00644416 0.0006343  0.00025736 0.000522   0.00178003 0.00963785]]",COMPLETE
29,0.019071517512202263,2025-06-13 16:00:50.085747,2025-06-13 16:06:12.663949,0 days 00:05:22.578202,0.9631306238058077,0.0023945823322656526,6,0.0002572343466947173,0.11748128880706754,0.0018690542645630737,0.058555466732948536,0.002621336611869115,0.23675064825821776,"[[0.00074474 0.0035045  0.00035744 0.00247012 0.01521804 0.02229484]
 [0.00069887 0.00734301 0.00029628 0.00213834 0.01445083 0.02492734]
 [0.00069284 0.00318481 0.0004049  0.00192604 0.01415325 0.02036183]
 [0.00071264 0.00431857 0.00046238 0.00173936 0.01374385 0.0209768 ]
 [0.00071326 0.00343448 0.00033701 0.00160657 0.0138799  0.01997122]
 [0.00070929 0.0039287  0.00036814 0.00142415 0.01385953 0.02028981]
 [0.00070074 0.00293336 0.00030319 0.00135259 0.01325592 0.0185458 ]
 [0.00071997 0.00312726 0.00034827 0.00129384 0.01358217 0.01907152]]","[[0.00073232 0.00606258 0.00031596 0.00247562 0.01511858 0.02470507]
 [0.00068731 0.00474416 0.00028576 0.0021377  0.01436364 0.02221857]
 [0.0006812  0.00449745 0.00045488 0.00192826 0.01407159 0.02163339]
 [0.00070094 0.00676341 0.00031152 0.00174746 0.01367822 0.02320154]
 [0.00070119 0.00432055 0.0002414  0.00161217 0.013809   0.0206843 ]
 [0.00069777 0.00439026 0.0003512  0.00142913 0.01378817 0.02065653]
 [0.00068871 0.00345156 0.00033159 0.00135847 0.0131797  0.01901002]
 [0.00070812 0.00341796 0.0002669  0.00129867 0.01348832 0.01917998]]",COMPLETE
30,0.0408153310418129,2025-06-13 16:06:12.664949,2025-06-13 16:15:39.719864,0 days 00:09:27.054915,0.9610746415055874,0.0016410892215312672,6,0.0009120879190137237,0.16506430453756213,0.009657915776847844,0.4020939642921917,0.047016336752980684,0.0012252823125971273,"[[0.00373775 0.02226182 0.00600594 0.00034526 0.02425387 0.05660464]
 [0.00373364 0.01875495 0.00654859 0.00041504 0.02285315 0.05230536]
 [0.00373914 0.02002522 0.00576503 0.00046845 0.021949   0.05194684]
 [0.00373295 0.01106982 0.00587312 0.00053346 0.02121336 0.04242271]
 [0.00377706 0.01413957 0.00587288 0.00057998 0.02105602 0.04542552]
 [0.0037639  0.01161319 0.00565175 0.00061489 0.02088634 0.04253007]
 [0.00376729 0.01055693 0.0057499  0.00065428 0.02057279 0.0413012 ]
 [0.0037846  0.01056571 0.00558862 0.00065791 0.02021849 0.04081533]]","[[0.00367858 0.0211511  0.00528583 0.00034569 0.0241356  0.0545968 ]
 [0.00367362 0.01718522 0.00542196 0.00041535 0.02273104 0.0494272 ]
 [0.00367876 0.02075786 0.00535287 0.00046767 0.02181826 0.05207542]
 [0.00367201 0.01166489 0.00546845 0.00053125 0.02104879 0.04238539]
 [0.00371609 0.01280848 0.00490135 0.00057762 0.02090787 0.04291141]
 [0.0037023  0.01101949 0.00559653 0.00061297 0.02075622 0.04168752]
 [0.00370613 0.01157858 0.00512966 0.00065226 0.02045712 0.04152375]
 [0.00372278 0.01109453 0.00509337 0.00065625 0.02010058 0.04066751]]",COMPLETE
31,0.006571420468389988,2025-06-13 16:15:39.720862,2025-06-13 16:19:16.545928,0 days 00:03:36.825066,0.9575265680861151,0.00037392916488554056,6,0.000143207165993724,0.028764431440439997,0.004375641056405314,0.06443094839717191,0.0012175154726376213,0.0010697388686099465,"[[0.00141675 0.00509967 0.00020164 0.00046463 0.00634287 0.01352555]
 [0.00109282 0.00443785 0.00015642 0.0003096  0.00436425 0.01036093]
 [0.00095463 0.00441045 0.00014094 0.00030879 0.00417902 0.00999382]
 [0.00089202 0.00257138 0.00016082 0.00031407 0.00400516 0.00794346]
 [0.00088986 0.00262601 0.00018798 0.00031808 0.00385196 0.00787388]
 [0.00086799 0.00199195 0.0001387  0.00033765 0.00373184 0.00706813]
 [0.00089411 0.00215538 0.00016043 0.00034324 0.00364111 0.00719427]
 [0.0008612  0.00165709 0.00012876 0.00035309 0.00357128 0.00657142]]","[[0.0013886  0.00453201 0.00019362 0.00044796 0.01160133 0.01816352]
 [0.00106547 0.00509041 0.00013681 0.0003096  0.00432894 0.01093124]
 [0.00092738 0.00434951 0.00013212 0.00030889 0.00414594 0.00986384]
 [0.00086527 0.0034165  0.00014158 0.00031405 0.0039714  0.00870879]
 [0.00086345 0.00266218 0.00016011 0.00031807 0.00382518 0.00782899]
 [0.00084333 0.00190045 0.00012387 0.00033762 0.00371035 0.00691562]
 [0.00086874 0.00211582 0.00010744 0.00034333 0.00362303 0.00705837]
 [0.00083729 0.0016413  0.00013503 0.0003529  0.00355143 0.00651794]]",COMPLETE
32,0.012224775739014149,2025-06-13 16:19:16.546929,2025-06-13 16:22:53.557964,0 days 00:03:37.011035,0.9508603555344862,0.00030239999487401527,6,0.00010978993465560636,0.07993113658222577,0.011314712598862747,0.048350108285711305,0.0016747469965089164,0.0011412514910205357,"[[0.00259696 0.0043532  0.0003286  0.0010298  0.00992895 0.01823752]
 [0.00182293 0.00386295 0.00026355 0.00077412 0.00919965 0.01592321]
 [0.00161648 0.00224729 0.00022012 0.00069182 0.00917916 0.01395488]
 [0.00155354 0.00291225 0.000211   0.00059151 0.00859951 0.0138678 ]
 [0.00149632 0.00268053 0.00021684 0.00055331 0.00845174 0.01339874]
 [0.00151304 0.00233464 0.00019609 0.00055942 0.00812733 0.01273051]
 [0.00152371 0.00271016 0.00018301 0.00052166 0.00817041 0.01310895]
 [0.00148768 0.00187279 0.00018349 0.00051174 0.00816908 0.01222478]]","[[0.00253659 0.00467329 0.00028994 0.00103208 0.01014724 0.01867914]
 [0.00176407 0.00410344 0.00022399 0.00076665 0.0091242  0.01598234]
 [0.00155776 0.00331071 0.00019232 0.0006907  0.00914404 0.01489554]
 [0.00149407 0.00384182 0.00019689 0.00059075 0.00855769 0.01468122]
 [0.0014358  0.00350481 0.00020516 0.00055197 0.00840395 0.01410169]
 [0.00145392 0.0031762  0.00018009 0.00055668 0.00807298 0.01343987]
 [0.00146597 0.00289093 0.00016721 0.00052002 0.00811056 0.01315469]
 [0.00142725 0.00197281 0.00020408 0.00051077 0.00811499 0.0122299 ]]",COMPLETE
33,0.003641822375357151,2025-06-13 16:22:53.558969,2025-06-13 16:26:00.046111,0 days 00:03:06.487142,0.9721477341628384,0.00058100371699226,5,1.6056394912572848e-05,0.013006861905109825,0.014374812831356743,0.01048140140269704,0.0013133783316629736,0.0016047370113052763,"[[0.00192241 0.0005886  0.00021599 0.00026591 0.00189028 0.00488318]
 [0.00159067 0.00055973 0.00018078 0.00018059 0.00166574 0.00417752]
 [0.00163134 0.00072021 0.00016781 0.000154   0.00161118 0.00428453]
 [0.0014212  0.00061317 0.00015105 0.00014003 0.00161351 0.00393896]
 [0.00139924 0.00051726 0.000158   0.00013498 0.00157706 0.00378655]
 [0.00136372 0.00068021 0.00015778 0.00012529 0.00152546 0.00385246]
 [0.0013643  0.00058015 0.00015892 0.00012327 0.00154751 0.00377416]
 [0.00136787 0.00050081 0.00013001 0.00012249 0.00152065 0.00364182]]","[[0.00184915 0.00106092 0.00019797 0.00026625 0.00188695 0.00526124]
 [0.00151819 0.00083872 0.00017286 0.0001806  0.0016641  0.00437446]
 [0.00156066 0.00076906 0.00016073 0.0001537  0.00160735 0.00425149]
 [0.00134226 0.00125178 0.00015578 0.0001399  0.00160893 0.00449866]
 [0.00131683 0.00085002 0.00014076 0.00013466 0.00157132 0.00401359]
 [0.00128712 0.00069003 0.00014422 0.00012483 0.00151905 0.00376525]
 [0.00127473 0.00078915 0.00015921 0.00012287 0.00154267 0.00388862]
 [0.00126871 0.00065538 0.00013655 0.00012208 0.00151639 0.0036991 ]]",COMPLETE
34,0.006428100168704987,2025-06-13 16:26:00.046111,2025-06-13 16:29:06.077275,0 days 00:03:06.031164,0.987112466680967,0.0010161248865051618,5,2.5673190096599784e-05,0.041677635846925125,0.013729075466271229,0.008928927062738392,0.0016042627993893212,0.00745342140265919,"[[0.00170894 0.00125767 0.00022233 0.00031928 0.00468293 0.00819115]
 [0.00149074 0.00092633 0.00018332 0.00022453 0.00449041 0.00731533]
 [0.00146833 0.00131796 0.00018571 0.00021439 0.00430543 0.00749181]
 [0.00147417 0.0012676  0.00018575 0.00022066 0.00429682 0.007445  ]
 [0.00138816 0.0012131  0.00019386 0.00019933 0.00411117 0.00710561]
 [0.00139871 0.00075199 0.00015973 0.00020218 0.00405737 0.00656998]
 [0.0014335  0.0007792  0.00016724 0.00020059 0.00374542 0.00632594]
 [0.00141738 0.00094363 0.00015423 0.00021638 0.00369648 0.0064281 ]]","[[0.00162955 0.00124699 0.00019269 0.00031917 0.0046633  0.00805169]
 [0.00141876 0.00123875 0.00018709 0.00022458 0.00446753 0.00753671]
 [0.00139931 0.00141653 0.00016649 0.0002151  0.0042806  0.00747804]
 [0.00140822 0.0013379  0.00016147 0.00022146 0.00426654 0.00739558]
 [0.00131773 0.00143709 0.0001738  0.00020019 0.00409115 0.00721997]
 [0.0013332  0.00105972 0.00014921 0.00020291 0.00403749 0.00678253]
 [0.00137101 0.00110281 0.00016107 0.00020106 0.0037251  0.00656105]
 [0.00134715 0.00130257 0.00014268 0.00021693 0.00367852 0.00668784]]",COMPLETE
35,0.007922081276774406,2025-06-13 16:29:06.077275,2025-06-13 16:32:13.390294,0 days 00:03:07.313019,0.9938278382671533,0.0004946713042661182,5,0.0001929023001137686,0.0351869634142617,0.03578666108816091,0.0013585889785936234,0.00128535003038024,0.003376856400641608,"[[0.0044945  0.00072502 0.00043758 0.0012393  0.00293002 0.00982642]
 [0.0040213  0.00040556 0.0002269  0.00087069 0.00311709 0.00864154]
 [0.00411035 0.0004595  0.00019719 0.00062848 0.00310372 0.00849924]
 [0.00408757 0.00053849 0.00018048 0.00048682 0.00320324 0.00849659]
 [0.00400261 0.00048661 0.00016388 0.00046003 0.00311207 0.00822521]
 [0.00404063 0.00051804 0.00018917 0.000395   0.00305925 0.0082021 ]
 [0.00377052 0.00044499 0.00014944 0.00040801 0.00314181 0.00791477]
 [0.0038721  0.00042577 0.00015652 0.0003912  0.00307649 0.00792208]]","[[0.00432626 0.00091019 0.00037715 0.0012377  0.00291719 0.00976849]
 [0.00385339 0.00048223 0.0002042  0.00086926 0.00310157 0.00851065]
 [0.00393489 0.00051731 0.00018398 0.00062849 0.003087   0.00835167]
 [0.00390456 0.00057683 0.00016241 0.00048746 0.00318682 0.00831809]
 [0.00383988 0.00047051 0.00015576 0.00046044 0.00309719 0.00802379]
 [0.00386537 0.00059698 0.00019602 0.00039632 0.00304389 0.00809858]
 [0.00359697 0.00043768 0.00013384 0.00040812 0.0031273  0.0077039 ]
 [0.00370358 0.00044882 0.00015146 0.00039135 0.00306597 0.00776118]]",COMPLETE
36,0.02880740724503994,2025-06-13 16:32:13.391294,2025-06-13 16:35:21.268265,0 days 00:03:07.876971,0.9880380366521889,0.0012624897684000579,5,3.1790882060445306e-05,0.297350792730935,0.008175816006619973,0.011161856608820053,0.003840315371899338,0.03873205561127811,"[[0.00114222 0.00425868 0.00051052 0.0034584  0.02590097 0.03527079]
 [0.0010137  0.00338601 0.00042964 0.00184322 0.02507753 0.03175009]
 [0.00099058 0.00352968 0.0004682  0.00135264 0.02604398 0.03238507]
 [0.00104606 0.00330169 0.0004329  0.00088578 0.02531522 0.03098165]
 [0.00107724 0.00311758 0.00035233 0.00056233 0.0239238  0.02903328]
 [0.00109359 0.00367166 0.00037752 0.00037985 0.02418839 0.029711  ]
 [0.0010268  0.00310061 0.00035102 0.00035618 0.02412384 0.02895845]
 [0.00113057 0.00351417 0.00040943 0.0003442  0.02340904 0.02880741]]","[[0.00109329 0.00439241 0.00042193 0.00343946 0.02576982 0.03511691]
 [0.00097278 0.00387925 0.00042323 0.00183585 0.0249486  0.03205971]
 [0.00094988 0.00358217 0.00036302 0.00135232 0.02590786 0.03215524]
 [0.00100514 0.0034835  0.00034595 0.0008881  0.02518743 0.03091013]
 [0.00103573 0.00362415 0.00032201 0.0005602  0.02379327 0.02933536]
 [0.00105677 0.00324804 0.00032595 0.00037958 0.02406398 0.02907433]
 [0.00098535 0.00385796 0.00029492 0.00035645 0.02399605 0.02949073]
 [0.00108501 0.00395302 0.0004038  0.00034333 0.02327814 0.0290633 ]]",COMPLETE
37,0.005368493497371674,2025-06-13 16:35:21.268265,2025-06-13 16:38:27.600865,0 days 00:03:06.332600,0.9720456639163861,0.0011129185268820584,5,3.5043195048328495e-06,0.010957572638777995,0.011995298705452148,0.08821851846507903,0.00858594804882889,0.015114892213478242,"[[0.00189066 0.00453106 0.00104176 0.00059149 0.00233757 0.01039253]
 [0.00153965 0.00383549 0.00091332 0.00038188 0.00184352 0.00851386]
 [0.00135208 0.0036489  0.00093292 0.00030464 0.00170001 0.00793856]
 [0.00130073 0.00267094 0.00088736 0.00026456 0.00162469 0.00674828]
 [0.00122019 0.00338718 0.00086775 0.00023858 0.00158904 0.00730273]
 [0.00121033 0.0030474  0.00082487 0.00021865 0.00151885 0.0068201 ]
 [0.00117502 0.00154488 0.00064013 0.0002066  0.00142788 0.00499451]
 [0.00114043 0.00184907 0.0007825  0.00019457 0.00140191 0.00536849]]","[[0.00181243 0.00299989 0.00107305 0.00059587 0.00233562 0.00881686]
 [0.0014678  0.00316894 0.0006758  0.00038238 0.00183362 0.00752854]
 [0.00128005 0.00349338 0.0006465  0.0003049  0.00168966 0.00741449]
 [0.00122188 0.00289687 0.00066389 0.00026456 0.00161507 0.00666227]
 [0.00114309 0.00218706 0.00063628 0.000238   0.00157741 0.00578185]
 [0.00112719 0.00298901 0.00056277 0.00021828 0.00150949 0.00640674]
 [0.00110334 0.00154374 0.00065991 0.00020647 0.00141843 0.00493189]
 [0.00106704 0.00172035 0.00058218 0.00019433 0.00139206 0.00495596]]",COMPLETE
38,0.006424366496503353,2025-06-13 16:38:27.600865,2025-06-13 16:41:33.211366,0 days 00:03:05.610501,0.9700070295137752,0.00122736207404309,5,1.249698092061075e-06,0.03483284808105145,0.03231188148697771,0.009275658649952492,0.0013538512069097744,0.014372066513261117,"[[0.00340657 0.00110759 0.00027283 0.00026941 0.00403701 0.0090934 ]
 [0.0031022  0.00118001 0.00022416 0.00019113 0.00393092 0.00862842]
 [0.00310648 0.00131657 0.00021997 0.00016046 0.00368163 0.00848511]
 [0.00282724 0.00140047 0.000175   0.00013112 0.00346577 0.0079996 ]
 [0.00268378 0.00096196 0.00018523 0.00014194 0.00335378 0.00732668]
 [0.00266736 0.00097353 0.00017798 0.00012684 0.00322627 0.00717198]
 [0.00275354 0.00077241 0.0001794  0.00015394 0.00314597 0.00700526]
 [0.00251482 0.00061529 0.00016402 0.00013616 0.00299408 0.00642437]]","[[0.00321611 0.00131965 0.00022124 0.00026868 0.00401439 0.00904007]
 [0.00290069 0.0010877  0.00019337 0.0001912  0.00391123 0.0082842 ]
 [0.00287999 0.00115578 0.00018538 0.00016029 0.0036621  0.00804354]
 [0.00264698 0.0013673  0.00016863 0.00013098 0.00344704 0.00776092]
 [0.00247623 0.00108728 0.00016571 0.00014268 0.00334561 0.0072175 ]
 [0.00239026 0.00133794 0.00017941 0.00012679 0.00321165 0.00724606]
 [0.0025281  0.00113694 0.00016438 0.00018099 0.00314586 0.00715627]
 [0.00224921 0.00088425 0.00014609 0.00013639 0.002969   0.00638494]]",COMPLETE
39,0.008147378452122211,2025-06-13 16:41:33.211366,2025-06-13 16:45:09.530723,0 days 00:03:36.319357,0.9630820011026782,0.0006014376529399662,6,2.3418157054755292e-06,0.005119820815523885,0.07763201479787488,0.012629851822151877,0.0023610868926475428,0.009167863562355676,"[[0.00830891 0.00068699 0.00048224 0.00047539 0.00103877 0.0109923 ]
 [0.00740833 0.00056897 0.00044363 0.00029034 0.00086096 0.00957223]
 [0.00707428 0.00070718 0.00037963 0.0002237  0.00078028 0.00916507]
 [0.00666154 0.00073369 0.00031104 0.00018059 0.00073693 0.0086238 ]
 [0.00663417 0.00047594 0.00031533 0.00016929 0.0007432  0.00833793]
 [0.00637907 0.00051481 0.00029603 0.00018353 0.00072225 0.0080957 ]
 [0.00625624 0.00080612 0.0003343  0.00015098 0.00069478 0.00824242]
 [0.00606766 0.00094793 0.00029079 0.00014562 0.00069538 0.00814738]]","[[0.00790234 0.00076892 0.00050506 0.00047523 0.00103491 0.01068646]
 [0.00696656 0.00092256 0.0003773  0.00029145 0.00085849 0.00941636]
 [0.00661089 0.00086581 0.00035883 0.00022402 0.00077876 0.00883831]
 [0.00610687 0.0007547  0.00030781 0.00018044 0.00073364 0.00808346]
 [0.00603638 0.0003856  0.00030191 0.00016866 0.00073911 0.00763166]
 [0.00590676 0.00043112 0.00027819 0.00019188 0.0007519  0.00755985]
 [0.00570989 0.00065103 0.00030251 0.00015161 0.00069536 0.00751039]
 [0.00547662 0.00068134 0.00027228 0.00014541 0.00069197 0.00726762]]",COMPLETE
40,0.012093225494027138,2025-06-13 16:45:09.531723,2025-06-13 16:47:45.287404,0 days 00:02:35.755681,0.9641865977194485,0.001149904134135482,4,1.4761560464485446e-06,0.051762597530703974,0.0097549052754816,0.2684175863018772,0.00855772411146502,0.007178481989945325,"[[0.00178294 0.01751913 0.00105489 0.00056022 0.0091427  0.03005989]
 [0.0013602  0.00944719 0.00086845 0.00037587 0.0078744  0.0199261 ]
 [0.00125215 0.01542279 0.00082566 0.00031231 0.0076675  0.02548042]
 [0.0011268  0.0105607  0.0007073  0.00026195 0.00724673 0.01990348]
 [0.00109222 0.00633135 0.00093862 0.00024654 0.00689838 0.01550711]
 [0.0010371  0.00574677 0.00064772 0.00023757 0.00655473 0.01422388]
 [0.00100196 0.00459567 0.00070418 0.0002266  0.00616006 0.01268848]
 [0.00100612 0.00422477 0.00071153 0.00021723 0.00593359 0.01209323]]","[[0.00171736 0.01412407 0.00096309 0.00055995 0.00909404 0.02645851]
 [0.00130533 0.00880655 0.00067304 0.00037545 0.00782122 0.0189816 ]
 [0.00120826 0.01927675 0.00064085 0.00031182 0.00761426 0.02905193]
 [0.00107789 0.01118233 0.00056323 0.00026157 0.00719823 0.02028325]
 [0.00104199 0.00538728 0.00062264 0.00024615 0.00684326 0.01414131]
 [0.00098063 0.00554372 0.0005301  0.00023732 0.00650134 0.01379312]
 [0.0009453  0.00503181 0.00049792 0.00022626 0.00609892 0.01280021]
 [0.00094143 0.00451854 0.00051357 0.00021711 0.005871   0.01206165]]",COMPLETE
41,0.1430300921201706,2025-06-13 16:47:45.288405,2025-06-13 16:50:21.156513,0 days 00:02:35.868108,0.9790603126285097,0.0015505870769447652,4,1.0941102177613506e-06,1.63953593674977,0.08150660651629171,0.016989450047783648,0.0010726579065174382,0.02382585221695086,"[[0.00813773 0.00747645 0.00038794 0.00645563 0.14901347 0.17147124]
 [0.00773328 0.00542168 0.00024882 0.00436247 0.13885412 0.15662037]
 [0.00717092 0.00634947 0.00023405 0.00232547 0.13598166 0.15206157]
 [0.00703772 0.00651403 0.00023669 0.00188282 0.13527687 0.15094814]
 [0.00696999 0.00568377 0.00023993 0.00174184 0.13613051 0.15076604]
 [0.00617037 0.00502988 0.00018897 0.00159307 0.13199463 0.14497691]
 [0.00678849 0.00499482 0.00019135 0.00133098 0.13162704 0.14493269]
 [0.0064764  0.00527968 0.0002053  0.00121091 0.12985779 0.14303009]]","[[7.73085002e-03 8.27057753e-03 3.48921050e-04 6.49007596e-03
  1.48427978e-01 1.71268404e-01]
 [7.25945737e-03 6.05876325e-03 2.17389039e-04 4.37740376e-03
  1.38190046e-01 1.56103060e-01]
 [6.70491531e-03 7.36361882e-03 1.77755443e-04 2.33012484e-03
  1.35304138e-01 1.51880547e-01]
 [6.59648143e-03 7.70609779e-03 2.10755286e-04 1.88214052e-03
  1.34586200e-01 1.50981680e-01]
 [6.48257416e-03 7.63669377e-03 1.80078292e-04 1.74072024e-03
  1.35407969e-01 1.51448041e-01]
 [5.67427790e-03 6.17766520e-03 1.52856548e-04 1.58767134e-03
  1.31243661e-01 1.44836128e-01]
 [6.15293393e-03 5.69255929e-03 1.66453421e-04 1.32871827e-03
  1.30892143e-01 1.44232810e-01]
 [5.99476974e-03 5.74566005e-03 1.78683462e-04 1.20756379e-03
  1.29132509e-01 1.42259181e-01]]",COMPLETE
42,0.0036681690253317356,2025-06-13 16:50:21.157514,2025-06-13 16:53:26.659873,0 days 00:03:05.502359,0.9904104436996382,0.0010093823654092628,5,1.8386030188284791e-06,0.003238636754775658,0.0013597212719753072,0.08487974745233495,0.016444074369552725,0.012238172074637307,"[[0.00047539 0.00428235 0.00151338 0.0005171  0.00098847 0.00777669]
 [0.00035455 0.00406729 0.00196326 0.00035333 0.00075043 0.00748886]
 [0.00028801 0.00344766 0.00145032 0.00029839 0.00066069 0.00614507]
 [0.00024865 0.00206781 0.00127971 0.0002631  0.00060069 0.00445997]
 [0.00022393 0.00163044 0.00108631 0.00023208 0.00055521 0.00372797]
 [0.00020884 0.00199145 0.00123221 0.00020777 0.0005215  0.00416177]
 [0.0001975  0.00140377 0.00124208 0.00019204 0.00048712 0.00352251]
 [0.00018826 0.00160135 0.00124032 0.00017101 0.00046723 0.00366817]]","[[0.00046577 0.0034972  0.00151372 0.00051766 0.00098648 0.00698082]
 [0.00034511 0.00461899 0.00149281 0.00035324 0.00074763 0.00755778]
 [0.00027902 0.00273114 0.00111873 0.00029856 0.00065793 0.00508537]
 [0.00024052 0.00212485 0.00123324 0.00026297 0.00059756 0.00445914]
 [0.00021577 0.00209929 0.00108212 0.00023205 0.00055163 0.00418086]
 [0.00020063 0.00152088 0.00105414 0.00020766 0.00051786 0.00350117]
 [0.00019021 0.00154472 0.00104182 0.00019174 0.00048324 0.00345173]
 [0.00018119 0.00161032 0.00125549 0.00017059 0.00046426 0.00368185]]",COMPLETE
43,0.005581208970397711,2025-06-13 16:53:26.660872,2025-06-13 16:56:32.558896,0 days 00:03:05.898024,0.989396699516876,0.0017941309865946874,5,2.549010196109055e-06,0.0020124200924122107,0.004244765408456496,0.049303718609352745,0.053810723413859035,0.006522110258747569,"[[0.00086348 0.00186113 0.00432649 0.00033748 0.00067037 0.00805895]
 [0.00066841 0.00273545 0.0051478  0.00026561 0.00053895 0.00935622]
 [0.00059491 0.00164557 0.00359876 0.00022743 0.00044064 0.00650731]
 [0.00055032 0.00130764 0.00370355 0.00021867 0.00039059 0.00617078]
 [0.0005252  0.00128556 0.00330283 0.00020178 0.00036784 0.00568321]
 [0.00050099 0.00133147 0.00333553 0.00019402 0.00034131 0.00570332]
 [0.00050303 0.00093692 0.00376159 0.00017989 0.00032616 0.00570759]
 [0.00052172 0.00087285 0.00369212 0.00016993 0.00032459 0.00558121]]","[[0.00084101 0.0024108  0.00375873 0.00033753 0.00066848 0.00801656]
 [0.00064559 0.00230975 0.00396328 0.00026568 0.00053766 0.00772196]
 [0.00057172 0.00171926 0.00334345 0.0002275  0.00043931 0.00630124]
 [0.0005279  0.00110883 0.00331012 0.00021897 0.00038984 0.00555565]
 [0.00050322 0.00121425 0.00330582 0.00020163 0.00036618 0.0055911 ]
 [0.00048021 0.0011459  0.00360644 0.00019393 0.00033969 0.00576616]
 [0.00047896 0.00091594 0.00316813 0.00017993 0.00032386 0.00506682]
 [0.00049705 0.00097312 0.003565   0.00017007 0.00032209 0.00552733]]",COMPLETE
44,0.005023167002946138,2025-06-13 16:56:32.559895,2025-06-13 17:00:08.876767,0 days 00:03:36.316872,0.9928445710952202,0.001582901868348092,6,1.1300314159674574e-06,0.006989260182381319,0.0011848307649873005,0.0624697845588505,0.03707193588225624,0.00541245450787451,"[[0.00046147 0.00685502 0.00313493 0.00033174 0.00160012 0.01238328]
 [0.00029174 0.00305875 0.00344371 0.00022811 0.00124543 0.00826774]
 [0.00024171 0.00247012 0.00303635 0.00019199 0.00117622 0.00711638]
 [0.00021634 0.00194011 0.00302518 0.00016848 0.00108534 0.00643544]
 [0.00019832 0.00171946 0.0029393  0.00015656 0.0010352  0.00604885]
 [0.00018586 0.00097322 0.00318669 0.00014183 0.00096408 0.00545168]
 [0.00018117 0.00117139 0.0026575  0.00013293 0.00092158 0.00506456]
 [0.00017722 0.00119203 0.00261945 0.00012731 0.00090715 0.00502317]]","[[0.00045416 0.00381464 0.00311546 0.00033308 0.00160082 0.00931816]
 [0.00028611 0.00316914 0.0022186  0.00022825 0.00124045 0.00714255]
 [0.00023579 0.00274403 0.00253879 0.00019194 0.00116988 0.00688043]
 [0.00021003 0.00186216 0.00242928 0.00016821 0.0010787  0.00574837]
 [0.00019292 0.00135239 0.00203037 0.00015628 0.00103013 0.00476209]
 [0.00018001 0.00109181 0.00243898 0.00014164 0.00095838 0.00481082]
 [0.00017517 0.00110027 0.00207764 0.00013263 0.00091533 0.00440102]
 [0.00017115 0.00139331 0.00244551 0.00012715 0.00090072 0.00503784]]",COMPLETE
