number,value,datetime_start,datetime_complete,duration,params_gamma,params_lr,params_n_layer,params_wd,params_λ_boundary,params_λ_forward,params_λ_inverse,params_λ_latent,params_λ_pad,user_attrs_test_curve,user_attrs_train_curve,state
10,0.08179578930139542,2025-06-13 14:17:48.913491,2025-06-13 14:28:15.871380,0 days 00:10:26.957889,0.9702424148227452,0.0025638572825523545,5,0.0004937374814890946,0.008101867037040975,0.01719530588516474,3.2091891538903727,0.022468929033908295,1.4530440578663106,"[[0.00479251 0.15015815 0.00539082 0.01906766 0.00302074 0.18242988]
 [0.00398304 0.12787206 0.00316239 0.01208352 0.00278834 0.14988934]
 [0.00344713 0.11798373 0.00304644 0.01064173 0.00264898 0.13776802]
 [0.0032407  0.11427703 0.00314548 0.00856041 0.0024705  0.13169414]
 [0.00304413 0.08691341 0.00266381 0.00820758 0.00237201 0.10320094]
 [0.00309497 0.07321189 0.00324227 0.00879171 0.00229619 0.09063704]
 [0.00299168 0.06362708 0.00351046 0.00756087 0.00220803 0.07989811]
 [0.00289693 0.06481849 0.00471491 0.00720332 0.00216215 0.08179579]]","[[0.00465405 0.13061488 0.00369754 0.01908927 0.00301252 0.16106828]
 [0.00385027 0.12561561 0.00264861 0.01207856 0.00278384 0.14697687]
 [0.003322   0.08855293 0.00219623 0.01063918 0.00264206 0.1073524 ]
 [0.00312425 0.12413304 0.00291958 0.0085622  0.00246311 0.1412022 ]
 [0.00292675 0.0760785  0.00259733 0.00819566 0.00236269 0.09216093]
 [0.00297692 0.07153764 0.00271726 0.00879262 0.00228698 0.08831141]
 [0.00286975 0.06290514 0.00312866 0.00756029 0.00220015 0.07866398]
 [0.00278441 0.0608422  0.00404953 0.00719917 0.00215369 0.077029  ]]",COMPLETE
11,0.06251685321331024,2025-06-13 14:28:15.871380,2025-06-13 14:30:27.579468,0 days 00:02:11.708088,0.9622379753571486,0.0027186744562401137,3,2.359290122487901e-05,0.011916984257849003,0.21104990511838642,2.6096087703371063,0.0013920723172343894,0.005739605154453087,"[[0.02515252 0.16745323 0.00140424 0.00044826 0.00420121 0.19865945]
 [0.02300659 0.09814297 0.00101526 0.00039453 0.00364286 0.12620223]
 [0.02126633 0.07272492 0.00085042 0.0003579  0.00325959 0.09845918]
 [0.02060384 0.05710382 0.0008567  0.00036955 0.00292269 0.0818566 ]
 [0.01951685 0.05655663 0.0007157  0.0003588  0.00272539 0.07987338]
 [0.01898948 0.05174583 0.00076031 0.00035334 0.00250837 0.07435734]
 [0.01871702 0.0460235  0.00065672 0.00035738 0.00234867 0.06810329]
 [0.01843143 0.04080552 0.00064541 0.00035461 0.00227987 0.06251685]]","[[0.02404491 0.17854491 0.00127624 0.00044765 0.00417289 0.2084866 ]
 [0.02194807 0.11759323 0.00098876 0.00039383 0.00362632 0.14455022]
 [0.02011866 0.07792868 0.00076661 0.00035796 0.00323758 0.1024095 ]
 [0.01935111 0.05813456 0.000802   0.00036761 0.0029029  0.08155819]
 [0.01840488 0.04823201 0.00066089 0.00035762 0.00270175 0.07035714]
 [0.01779361 0.04711715 0.00073344 0.00035286 0.00249667 0.06849372]
 [0.01749501 0.0527395  0.00063727 0.00035796 0.0023471  0.07357685]
 [0.01719523 0.03871322 0.00061827 0.0003544  0.00226785 0.05914896]]",COMPLETE
12,0.048725634813308716,2025-06-13 14:30:27.580472,2025-06-13 14:32:39.236790,0 days 00:02:11.656318,0.9779338393131346,0.0008719467756732875,3,1.3207274446330988e-05,0.011900250932699261,0.5834608752699783,0.02766902338471261,0.023074512617634286,0.004116520928418974,"[[0.05404249 0.00214619 0.00300225 0.00075944 0.00216773 0.0621181 ]
 [0.05078787 0.00152688 0.0027542  0.00055278 0.00182988 0.05745159]
 [0.04959118 0.00117045 0.00292969 0.00046647 0.00182402 0.0559818 ]
 [0.04855508 0.00127553 0.00239756 0.00040134 0.001785   0.0544145 ]
 [0.04658294 0.00172778 0.00256358 0.00038494 0.00179064 0.05304988]
 [0.04500641 0.001591   0.00252377 0.00036536 0.00173973 0.05122627]
 [0.04515689 0.00140908 0.00241874 0.00036066 0.00174987 0.05109524]
 [0.04320309 0.00109007 0.00234698 0.0003834  0.00170211 0.04872563]]","[[0.05112999 0.00233134 0.00258788 0.00075633 0.00215893 0.05896448]
 [0.04717598 0.00147609 0.00238218 0.0005514  0.00182636 0.05341201]
 [0.04566065 0.0016204  0.00236608 0.00046634 0.00181886 0.05193233]
 [0.04511898 0.00156065 0.0020883  0.00039983 0.00177439 0.05094215]
 [0.04297196 0.00242686 0.00239455 0.00038371 0.00178224 0.04995933]
 [0.04082216 0.00215502 0.00203188 0.00036482 0.00173153 0.04710542]
 [0.04102292 0.00158776 0.001973   0.0003604  0.00174263 0.04668671]
 [0.03920955 0.00154972 0.00209056 0.00038021 0.00169113 0.04492117]]",COMPLETE
13,0.08601223677396774,2025-06-13 14:32:39.237790,2025-06-13 14:34:49.209791,0 days 00:02:09.972001,0.9634097382308789,0.0005680217985204952,3,0.0002928075384888676,0.0027482865286491123,0.10149773162930859,2.5627448127108625,0.2725669897261356,0.0014441277975954813,"[[0.02652589 0.17289118 0.03206575 0.00033911 0.00102665 0.2328486 ]
 [0.01943697 0.13230601 0.02756345 0.00033515 0.00091408 0.18055566]
 [0.01637763 0.0653832  0.02607708 0.00033273 0.0008537  0.10902434]
 [0.01514011 0.08700214 0.02752165 0.00038138 0.00078833 0.13083361]
 [0.01441117 0.05275763 0.02514983 0.00037828 0.00075674 0.09345365]
 [0.014215   0.04482345 0.02550537 0.0004039  0.00072444 0.08567216]
 [0.01369335 0.04763235 0.0247279  0.00041871 0.00070489 0.0871772 ]
 [0.01328149 0.04933652 0.02227671 0.00044282 0.00067471 0.08601224]]","[[0.02587435 0.125937   0.02546552 0.00033961 0.00102602 0.1786425 ]
 [0.01883886 0.12652569 0.02382834 0.00033555 0.00091303 0.17044145]
 [0.01577719 0.07063762 0.02028685 0.00033292 0.00085073 0.10788531]
 [0.01455651 0.0740038  0.02173139 0.0003814  0.00078515 0.11145826]
 [0.01382346 0.04846228 0.01949327 0.00037813 0.00075308 0.08291022]
 [0.01366165 0.04776106 0.02118145 0.00040385 0.00072158 0.08372959]
 [0.01310607 0.04447401 0.02057466 0.0004187  0.00070102 0.07927446]
 [0.01272357 0.04586373 0.01940368 0.0004429  0.00067136 0.07910524]]",COMPLETE
14,0.0453595407307148,2025-06-13 14:34:49.209791,2025-06-13 14:38:16.350012,0 days 00:03:27.140221,0.9736541067512621,0.00201038996639126,5,3.2377062279923594e-05,0.00295362007995629,0.14355889345952283,0.03750487372276427,0.43231198986529157,0.04282023462902885,"[[0.01606085 0.00259927 0.03449861 0.0015472  0.00106816 0.05577409]
 [0.01485168 0.00332582 0.03191949 0.00129784 0.00100463 0.05239946]
 [0.01452139 0.00245554 0.02961785 0.00122491 0.00082837 0.04864807]
 [0.01440625 0.00292788 0.03403388 0.00108656 0.000795   0.05324956]
 [0.01410538 0.00252684 0.03284355 0.00099818 0.0007636  0.05123755]
 [0.01378081 0.00316916 0.03225952 0.00090772 0.0007395  0.05085671]
 [0.01361782 0.00265669 0.03081466 0.000864   0.00075759 0.04871076]
 [0.01357855 0.0029243  0.0273659  0.00080756 0.00068323 0.04535954]]","[[0.01529185 0.00283257 0.03083155 0.00153916 0.00106329 0.05155843]
 [0.01413189 0.00272613 0.02764396 0.00129672 0.00099885 0.04679755]
 [0.01376205 0.00283844 0.03040609 0.00122534 0.00082833 0.04906025]
 [0.01361945 0.0020208  0.02664792 0.00108366 0.00078724 0.04415908]
 [0.01321316 0.00167807 0.02564749 0.00099712 0.00076118 0.04229702]
 [0.0130488  0.00206716 0.0302322  0.0009068  0.00073728 0.04699223]
 [0.01266357 0.00187154 0.02618941 0.00086003 0.00074672 0.04233128]
 [0.01266225 0.00231101 0.02839857 0.00080678 0.00067912 0.04485771]]",COMPLETE
15,0.022529803216457367,2025-06-13 14:38:16.351013,2025-06-13 14:41:45.788132,0 days 00:03:29.437119,0.9791038220903487,0.001955568249826247,3,0.0004893083892913491,0.0077721186290345854,0.13599725293019915,0.051224879337629856,0.00451359843495745,0.001139910766321102,"[[0.01767814 0.0042426  0.00076976 0.00027402 0.00347063 0.02643515]
 [0.01658657 0.00366454 0.00083984 0.0002177  0.00335521 0.02466386]
 [0.01617954 0.00301705 0.0008942  0.00019358 0.00332644 0.02361081]
 [0.01595498 0.00324741 0.00099983 0.00017484 0.00321493 0.02359198]
 [0.01607249 0.0028244  0.00092564 0.00016535 0.00311457 0.02310246]
 [0.0154957  0.00402659 0.00090331 0.00015888 0.0031672  0.02375167]
 [0.01575153 0.00337219 0.00081613 0.00015324 0.00311864 0.02321173]
 [0.01571735 0.00285159 0.00069051 0.00014413 0.00312622 0.0225298 ]]","[[0.01698405 0.00362249 0.00083335 0.00027425 0.00346234 0.02517648]
 [0.01593195 0.0031932  0.00094159 0.00021825 0.0033455  0.02363048]
 [0.0154963  0.00297123 0.00102333 0.00019417 0.00331938 0.02300441]
 [0.01524729 0.0025029  0.00100946 0.0001755  0.0032058  0.02214095]
 [0.01539203 0.00334017 0.00107554 0.00016596 0.00310763 0.02308132]
 [0.01485986 0.00465173 0.00113566 0.00015964 0.00316042 0.02396731]
 [0.01507862 0.00324492 0.00090407 0.00015393 0.00311067 0.02249221]
 [0.01504367 0.00250403 0.00086254 0.00014476 0.00311969 0.02167468]]",COMPLETE
16,0.011870404705405235,2025-06-13 14:41:45.788132,2025-06-13 14:48:08.596693,0 days 00:06:22.808561,0.9750269799252346,0.002546901369390174,4,0.0007451102667305794,0.03041202110321271,0.00489826638997885,0.029090590752859347,0.02005717537145255,0.0016139643075415233,"[[0.00209488 0.00267127 0.0029752  0.00052932 0.00525647 0.01352714]
 [0.00204919 0.00235787 0.00417471 0.00056393 0.00468493 0.01383062]
 [0.0020269  0.00203294 0.00323333 0.00060249 0.00462134 0.012517  ]
 [0.00202464 0.00212344 0.003043   0.00056612 0.0043273  0.0120845 ]
 [0.00200202 0.0020932  0.00329397 0.00056822 0.00421597 0.01217338]
 [0.00199711 0.00201429 0.00304917 0.00058264 0.00425323 0.01189644]
 [0.00200044 0.00221805 0.00320509 0.00061495 0.00407461 0.01211313]
 [0.0019953  0.00216377 0.00296498 0.00062434 0.00412201 0.0118704 ]]","[[0.00206598 0.00239799 0.00278415 0.00052935 0.00522792 0.01300539]
 [0.00202084 0.00269321 0.00328219 0.00056459 0.00465547 0.01321631]
 [0.00199821 0.002129   0.00268071 0.00060324 0.00459521 0.01200639]
 [0.00199613 0.00181554 0.00259071 0.0005677  0.00430492 0.011275  ]
 [0.00197338 0.00223663 0.00261742 0.00056952 0.00419759 0.01159453]
 [0.00196837 0.00169803 0.00253246 0.00058444 0.00423584 0.01101913]
 [0.00197104 0.00284785 0.0027194  0.0006164  0.0040531  0.01220778]
 [0.00196724 0.00176882 0.0025217  0.00062618 0.00410315 0.01098709]]",COMPLETE
17,0.013988086022436619,2025-06-13 14:48:08.597697,2025-06-13 14:53:58.119365,0 days 00:05:49.521668,0.9783407290389126,0.0024262596206940878,4,0.0007374261882058805,0.031808664459272516,0.004624732109436003,0.06914921766525285,0.025526096758687722,0.0034757967636214007,"[[0.00191498 0.0043067  0.00443768 0.00078464 0.00570886 0.01715286]
 [0.0019195  0.00421094 0.00449023 0.00066264 0.00523124 0.01651455]
 [0.00193621 0.00395913 0.00353291 0.00069445 0.00516093 0.01528364]
 [0.0019542  0.0040539  0.00397928 0.00066781 0.00513267 0.01578786]
 [0.00192779 0.003632   0.00378898 0.00064418 0.00516413 0.01515708]
 [0.00192514 0.00311755 0.00339962 0.000646   0.00510875 0.01419706]
 [0.00191591 0.00379355 0.00352889 0.00062439 0.00492962 0.01479237]
 [0.00193927 0.00304735 0.00330843 0.00063416 0.00505887 0.01398809]]","[[0.00188638 0.00449333 0.00343752 0.0007868  0.00569102 0.01629505]
 [0.00189127 0.00359428 0.00321526 0.00066476 0.00520395 0.01456952]
 [0.00190796 0.00422976 0.00352614 0.00069634 0.00513758 0.01549778]
 [0.00192677 0.00337969 0.00324344 0.0006697  0.00510281 0.01432239]
 [0.0018994  0.00293587 0.00299995 0.00064568 0.00513384 0.01361475]
 [0.00189662 0.00239661 0.00328504 0.0006477  0.00507935 0.01330531]
 [0.00188767 0.00426307 0.00286239 0.00062605 0.00490594 0.01454513]
 [0.00191118 0.00282911 0.00305515 0.00063633 0.00502636 0.01345812]]",COMPLETE
18,0.00554184103384614,2025-06-13 14:53:58.120370,2025-06-13 14:58:10.335613,0 days 00:04:12.215243,0.966486740532356,0.0015551610177368474,5,0.0003370988058999738,0.0015382852738866813,0.005520553042871024,0.006696161834626052,0.016204119321230958,0.010889143345276882,"[[0.00150289 0.00074083 0.00276506 0.00060174 0.00086174 0.00647225]
 [0.00160041 0.00071031 0.00242744 0.00061671 0.00088061 0.00623547]
 [0.00166578 0.00068012 0.00267771 0.0006261  0.00080065 0.00645036]
 [0.00166112 0.00052647 0.00226219 0.00060112 0.00077716 0.00582807]
 [0.00165976 0.00056484 0.00228631 0.00057849 0.00076872 0.00585812]
 [0.00167401 0.00053727 0.0021421  0.00054658 0.00076588 0.00566584]
 [0.00164341 0.00055979 0.00201423 0.00052594 0.00073473 0.0054781 ]
 [0.0016507  0.00056711 0.00201883 0.00053197 0.00077324 0.00554184]]","[[0.00146678 0.00066788 0.00221003 0.00060151 0.00086097 0.00580718]
 [0.0015617  0.00055283 0.00222701 0.00061593 0.0008799  0.00583737]
 [0.00162664 0.00066335 0.00256932 0.00062607 0.00079975 0.00628512]
 [0.00162378 0.00050425 0.00181972 0.0006016  0.00077617 0.00532551]
 [0.00162238 0.00046653 0.00192598 0.00057929 0.00076806 0.00536223]
 [0.00163737 0.00056083 0.00216961 0.00054791 0.00076593 0.00568165]
 [0.00160618 0.00049024 0.00186978 0.00052737 0.00073447 0.00522803]
 [0.00161359 0.0004492  0.00176937 0.00053323 0.00077289 0.00513828]]",COMPLETE
19,0.01006709598004818,2025-06-13 14:58:10.335613,2025-06-13 15:09:55.398252,0 days 00:11:45.062639,0.957542626624258,0.0021834996862229615,6,0.0008947660004563822,0.0032602254233672573,0.008626395965146404,0.0011850512396780065,0.03240001086715359,0.12689033370124264,"[[0.00284076 0.00040878 0.00551382 0.00221741 0.00171102 0.01269179]
 [0.00280889 0.00034044 0.00605155 0.00178224 0.00188688 0.01287001]
 [0.00277065 0.00031769 0.00441581 0.00158636 0.00188356 0.01097407]
 [0.00274474 0.00031273 0.00464309 0.00150441 0.00181737 0.01102234]
 [0.00267915 0.0003464  0.00433639 0.00136916 0.00180604 0.01053714]
 [0.00256462 0.00041028 0.00427217 0.00112103 0.00165406 0.01002215]
 [0.00250363 0.00041539 0.00431992 0.0010181  0.00166467 0.0099217 ]
 [0.00248001 0.00024823 0.0041383  0.0013187  0.00188185 0.0100671 ]]","[[0.00278234 0.00044898 0.0052425  0.0022247  0.00170741 0.01240593]
 [0.00275174 0.00043178 0.00479002 0.00178321 0.00188511 0.01164187]
 [0.00271586 0.00035768 0.00415294 0.00158692 0.00188188 0.01069528]
 [0.00269049 0.00035884 0.00486853 0.00150526 0.00181662 0.01123973]
 [0.00262441 0.00037275 0.00366293 0.00136879 0.00180421 0.00983309]
 [0.00251331 0.00046452 0.00417513 0.00112228 0.001653   0.00992824]
 [0.00245199 0.00047071 0.00376204 0.00101827 0.00166304 0.00936605]
 [0.00242671 0.00020325 0.00378296 0.00131668 0.00187975 0.00960935]]",COMPLETE
20,0.00697596650570631,2025-06-13 15:09:55.399255,2025-06-13 15:20:09.830893,0 days 00:10:14.431638,0.9518511051844709,0.002651011406021872,6,0.0007040354481580052,0.0068491931088382136,0.004727484452169088,0.0072112170562435565,0.014050933163359224,0.014791356510359448,"[[0.00166205 0.00091083 0.00200765 0.00109645 0.0012624  0.00693939]
 [0.00164571 0.00083736 0.0026691  0.00108123 0.00119017 0.00742357]
 [0.00163746 0.00079279 0.00192647 0.00102348 0.00111318 0.00649339]
 [0.00164839 0.00133263 0.00248062 0.00104077 0.00112205 0.00762446]
 [0.00164879 0.00083537 0.00189169 0.00101758 0.00111867 0.0065121 ]
 [0.00163082 0.00134228 0.00184833 0.00092441 0.00109543 0.00684127]
 [0.00164205 0.00069573 0.00214548 0.00094526 0.0010698  0.00649832]
 [0.00163222 0.00141705 0.00194519 0.00092825 0.00105327 0.00697597]]","[[0.00163019 0.00090171 0.00176601 0.00109708 0.00126141 0.00665641]
 [0.00161432 0.00087789 0.00245002 0.00108061 0.00118926 0.0072121 ]
 [0.00160636 0.00089497 0.00166275 0.00102176 0.00111226 0.0062981 ]
 [0.00161582 0.001238   0.00217865 0.00103895 0.00112099 0.0071924 ]
 [0.00161697 0.00092027 0.0017289  0.00101634 0.00111725 0.00639973]
 [0.00159957 0.00125178 0.00168483 0.00092466 0.00109386 0.0065547 ]
 [0.00161032 0.00100276 0.00198425 0.00094311 0.00106836 0.0066088 ]
 [0.00160107 0.00109112 0.00182471 0.00092685 0.00105195 0.00649569]]",COMPLETE
21,0.01131441816687584,2025-06-13 15:20:09.831895,2025-06-13 15:26:49.319730,0 days 00:06:39.487835,0.9527812221143045,0.0023378402635973483,6,0.0004639659120161274,0.010364261671306278,0.03765946401197129,0.002411277656487242,0.026672953465713103,0.10444600472603219,"[[0.00615051 0.00114533 0.00388777 0.00204016 0.00175185 0.01497562]
 [0.00528032 0.00097167 0.00321534 0.0013593  0.00147076 0.01229739]
 [0.00559383 0.00098428 0.00321817 0.00130737 0.00154753 0.01265118]
 [0.00539381 0.00089159 0.00311532 0.00133751 0.00155758 0.01229582]
 [0.0057949  0.00094734 0.00344675 0.00112791 0.00150437 0.01282127]
 [0.00494935 0.00093092 0.00314413 0.00102697 0.00132847 0.01137984]
 [0.00499019 0.00093669 0.00330552 0.00091224 0.00150871 0.01165335]
 [0.00480884 0.0008529  0.00335666 0.00097274 0.00132327 0.01131442]]","[[0.00594185 0.00113124 0.0029717  0.00203886 0.00174656 0.0138302 ]
 [0.00506092 0.0010814  0.00277786 0.00135776 0.00146538 0.01174332]
 [0.00537601 0.00113392 0.00267029 0.00130796 0.0015421  0.01203028]
 [0.00519988 0.00097286 0.00266926 0.0013383  0.00155267 0.01173296]
 [0.00557152 0.00099329 0.00296027 0.00112699 0.00150024 0.01215232]
 [0.0047733  0.00107643 0.0027826  0.00102721 0.00132403 0.01098357]
 [0.00480353 0.00094011 0.00276802 0.00091093 0.00150319 0.01092578]
 [0.00463247 0.00102545 0.00283728 0.00097452 0.00131776 0.01078749]]",COMPLETE
22,0.011140420101583004,2025-06-13 15:26:49.321234,2025-06-13 15:31:02.901113,0 days 00:04:13.579879,0.9674980065777911,0.00093908712710959,6,0.000357604843076424,0.0011275469949122091,0.001017662880022811,0.007168746061657503,0.0831775128385852,0.005469256113798819,"[[0.00053787 0.00066206 0.00778449 0.0006029  0.00066099 0.0102483 ]
 [0.00054432 0.00061147 0.0081426  0.00051095 0.00060745 0.01041679]
 [0.00053471 0.00066836 0.00823273 0.00046794 0.00060978 0.01051352]
 [0.00056214 0.00082051 0.00939186 0.00043306 0.00058166 0.01178923]
 [0.0005795  0.00098256 0.00908459 0.00043165 0.00056905 0.01164736]
 [0.00052745 0.00058504 0.00892925 0.00038164 0.00056298 0.01098636]
 [0.0005548  0.00060867 0.00801604 0.00035961 0.00055714 0.01009625]
 [0.00056403 0.00086387 0.00878476 0.00039036 0.00053739 0.01114042]]","[[0.00053115 0.0007234  0.00769551 0.00060365 0.00066249 0.0102162 ]
 [0.00053761 0.00076344 0.00748971 0.00051185 0.00060755 0.00991017]
 [0.00052765 0.00074108 0.00847116 0.0004689  0.00060895 0.01081774]
 [0.0005549  0.0006931  0.00773757 0.00043425 0.00058126 0.01000108]
 [0.00057241 0.00082553 0.00846354 0.00043158 0.00056828 0.01086135]
 [0.00052074 0.00090844 0.00723007 0.00038169 0.00056241 0.00960336]
 [0.00054806 0.00086672 0.00630099 0.0003595  0.00055623 0.00863149]
 [0.00055781 0.00068956 0.00716765 0.00039023 0.00053628 0.00934154]]",COMPLETE
23,0.017161214724183083,2025-06-13 15:31:02.901113,2025-06-13 15:35:10.852205,0 days 00:04:07.951092,0.9649447412540385,0.001987981915293227,5,0.0003769115192254873,0.001242169335879555,0.10705511646532742,0.00336767805971355,0.0419674823988495,0.0012909182605860155,"[[0.01289209 0.00059579 0.00604025 0.00022928 0.00078727 0.02054467]
 [0.01301489 0.00039336 0.00517119 0.000215   0.00083548 0.01962993]
 [0.012386   0.0004901  0.0053575  0.00022385 0.00078786 0.0192453 ]
 [0.01182488 0.00043241 0.00512394 0.00021488 0.00083099 0.0184271 ]
 [0.01178818 0.00044939 0.00486003 0.00023093 0.00076038 0.01808891]
 [0.0115196  0.00037097 0.0040669  0.00021239 0.00081884 0.01698871]
 [0.01141326 0.00041684 0.0044229  0.00022156 0.00076196 0.01723651]
 [0.01121446 0.00038471 0.00455745 0.00022704 0.00077755 0.01716121]]","[[0.01235114 0.00044882 0.00502081 0.00022925 0.00078635 0.01883637]
 [0.01245296 0.00037818 0.00417945 0.00021486 0.0008345  0.01805994]
 [0.01191654 0.00041173 0.00477702 0.00022371 0.00078682 0.01811582]
 [0.01136491 0.00039582 0.00433287 0.00021457 0.00083096 0.01713913]
 [0.01126842 0.00039094 0.00435162 0.00023056 0.00076053 0.01700207]
 [0.01105069 0.00037796 0.00385685 0.00021203 0.00081874 0.01631628]
 [0.01092696 0.00036435 0.00392483 0.00022082 0.00076195 0.01619891]
 [0.01075929 0.00033904 0.00449345 0.00022628 0.0007777  0.01659577]]",COMPLETE
24,0.009297618642449379,2025-06-13 15:35:10.852205,2025-06-13 15:39:14.450497,0 days 00:04:03.598292,0.950115896901959,0.0020266829284496285,5,0.00030144799975488943,0.050019791039433055,0.005229073660058699,0.004019140925956454,0.01087541001732427,0.001803335235237846,"[[0.00149643 0.00106523 0.00223475 0.00092589 0.00475406 0.01047636]
 [0.00159353 0.00112153 0.00181645 0.00086149 0.00446877 0.00986176]
 [0.00165319 0.00109588 0.00176193 0.00085247 0.00429239 0.00965587]
 [0.00162938 0.00116089 0.00138452 0.00085964 0.00454433 0.00957877]
 [0.00161753 0.0010194  0.00152522 0.00089387 0.00431001 0.00936603]
 [0.00163534 0.00103873 0.00137077 0.00096589 0.00439597 0.00940669]
 [0.00159399 0.00098745 0.00142317 0.00088182 0.00406343 0.00894987]
 [0.00158893 0.00116515 0.00154493 0.00084443 0.00415418 0.00929762]]","[[0.00146288 0.00121342 0.00181291 0.00092275 0.00473067 0.01014263]
 [0.00155794 0.001303   0.00160314 0.00085954 0.00444717 0.00977079]
 [0.0016169  0.00126773 0.00172312 0.00085117 0.00427123 0.00973014]
 [0.00159441 0.00124395 0.00135851 0.00085752 0.00452275 0.00957715]
 [0.00158243 0.00124554 0.00143762 0.00089327 0.00428781 0.00944667]
 [0.00160049 0.00118663 0.00131373 0.00096294 0.00437184 0.00943563]
 [0.00155944 0.00112532 0.00131073 0.00088212 0.00404092 0.00891853]
 [0.00155453 0.00123029 0.00140185 0.00084704 0.00413362 0.00916733]]",COMPLETE
25,0.007297295145690441,2025-06-13 15:39:14.451496,2025-06-13 15:45:39.250655,0 days 00:06:24.799159,0.956502267785645,0.0020010467678723835,6,0.0006425453896436658,0.03354248883759176,0.003933936512479085,0.006016245534272663,0.002545371369445632,0.0010194574219011276,"[[0.00147869 0.0022097  0.00048599 0.00081318 0.0035134  0.00850095]
 [0.00149144 0.00184495 0.00046731 0.0008516  0.00338064 0.00803593]
 [0.00149017 0.00151478 0.00039408 0.00082273 0.00361101 0.00783276]
 [0.00149687 0.00186096 0.00046866 0.0007343  0.00340747 0.00796825]
 [0.00149022 0.00159706 0.00042512 0.00079516 0.00336057 0.00766814]
 [0.00148708 0.00184841 0.0004084  0.0006546  0.00313798 0.00753647]
 [0.00149289 0.0013842  0.00038505 0.00082308 0.00300081 0.00708602]
 [0.00150637 0.00139119 0.00041002 0.00091527 0.00307444 0.0072973 ]]","[[0.00145414 0.00214472 0.00045759 0.0008133  0.00350028 0.00837002]
 [0.0014679  0.00193307 0.0003805  0.00085053 0.00336458 0.00799658]
 [0.00146632 0.00170535 0.00039997 0.00082101 0.00359485 0.0079875 ]
 [0.00147332 0.00207053 0.00035508 0.00073296 0.00339095 0.00802285]
 [0.00146672 0.00180988 0.00036512 0.00079345 0.00334556 0.00778072]
 [0.00146364 0.00212448 0.00034229 0.00065345 0.00312276 0.00770663]
 [0.00146904 0.00159961 0.0003269  0.00082154 0.00298651 0.00720361]
 [0.00148285 0.00168974 0.00033482 0.00091444 0.00305963 0.00748149]]",COMPLETE
26,0.00792251992970705,2025-06-13 15:45:39.251654,2025-06-13 15:49:22.127007,0 days 00:03:42.875353,0.9538043889111292,0.00042703268496940936,6,0.0003090563828702002,0.01611293652636106,0.003625457064077545,0.06871500120743303,0.004052405745100542,0.07658310805877501,"[[0.00123109 0.00388644 0.00057813 0.00172066 0.00350229 0.01091861]
 [0.00106169 0.00402756 0.00054331 0.0012524  0.00294058 0.00982554]
 [0.00105034 0.00396646 0.00047424 0.00104718 0.00272461 0.00926283]
 [0.00099716 0.0031794  0.0005567  0.00094285 0.00267301 0.00834912]
 [0.00102215 0.00271632 0.00051388 0.00089821 0.00258024 0.0077308 ]
 [0.00104047 0.00302196 0.000461   0.00085297 0.0025852  0.0079616 ]
 [0.00105211 0.00310417 0.00043427 0.00086743 0.00248599 0.00794397]
 [0.00104472 0.00310384 0.00046336 0.00085334 0.00245726 0.00792252]]","[[0.00120565 0.00412691 0.00054002 0.00173012 0.0034885  0.0110912 ]
 [0.00103931 0.0029909  0.00048096 0.00126291 0.00292704 0.00870112]
 [0.00102579 0.00302969 0.00045164 0.00105397 0.00270973 0.00827082]
 [0.00097273 0.00248628 0.0005064  0.00094745 0.00266056 0.00757341]
 [0.0009978  0.00243243 0.00045868 0.00090262 0.00256816 0.00735969]
 [0.001016   0.00296528 0.00034142 0.0008566  0.00257367 0.00775297]
 [0.0010271  0.00245549 0.00041725 0.00087176 0.00247697 0.00724857]
 [0.00101959 0.00260886 0.00039899 0.00085707 0.00244735 0.00733185]]",COMPLETE
27,0.00885715615004301,2025-06-13 15:49:22.127007,2025-06-13 15:52:27.035189,0 days 00:03:04.908182,0.974541309073368,0.0010280448961617042,4,0.00017255222439677278,0.004529680552404203,0.002227904630308412,0.006829236053520409,0.061904122814064974,0.07154551007278609,"[[0.00088888 0.00108457 0.00564533 0.00157452 0.00162817 0.01082147]
 [0.00086557 0.00075454 0.0050513  0.00137065 0.00124243 0.00928449]
 [0.00094541 0.00084953 0.00700212 0.00133082 0.00114858 0.01127645]
 [0.00082465 0.0008606  0.00578396 0.001095   0.00110502 0.00966924]
 [0.00084889 0.00061762 0.00583169 0.00105365 0.00111522 0.00946708]
 [0.00086363 0.00098667 0.00559539 0.00100366 0.00102578 0.00947514]
 [0.00086961 0.0016698  0.00546866 0.0010091  0.00101163 0.01002879]
 [0.00085887 0.00065473 0.0054089  0.00093311 0.00100155 0.00885716]]","[[0.00087455 0.00117213 0.00546093 0.00157668 0.00162495 0.01070924]
 [0.00085112 0.00085378 0.00548747 0.00137311 0.0012364  0.00980189]
 [0.00093063 0.00087421 0.00563835 0.00133363 0.00114207 0.00991889]
 [0.00081018 0.00061621 0.00492431 0.00109872 0.00110106 0.00855049]
 [0.00083545 0.00114045 0.00512636 0.00105695 0.001112   0.00927121]
 [0.00084899 0.00063407 0.00457478 0.00100813 0.00102325 0.00808921]
 [0.00085569 0.00116431 0.00410562 0.00101354 0.00100911 0.00814826]
 [0.00084422 0.00077413 0.00456719 0.00093572 0.00099801 0.00811928]]",COMPLETE
